second;src;DioCount;DisCount;DaoCount;OtherMsg;label
120.0;fe80::c30c:0:0:b;60;0;26;0;0
130.0;fe80::c30c:0:0:8;60;0;37;0;0
130.0;fe80::c30c:0:0:4;60;0;11;0;0
130.0;fe80::c30c:0:0:c;0;1248;18;0;1
130.0;fe80::c30c:0:0:5;30;0;63;0;0
130.0;fe80::c30c:0:0:2;60;0;33;0;0
130.0;fe80::c30c:0:0:a;90;0;15;0;0
130.0;fe80::c30c:0:0:6;60;0;0;0;0
130.0;fe80::c30c:0:0:9;60;0;120;0;0
130.0;fe80::c30c:0:0:7;90;0;0;0;0
130.0;fe80::c30c:0:0:b;60;0;56;0;0
140.0;fe80::c30c:0:0:8;60;0;312;0;0
140.0;fe80::c30c:0:0:4;90;0;16;0;0
140.0;fe80::c30c:0:0:c;0;921;0;0;1
140.0;fe80::c30c:0:0:5;60;0;324;0;0
140.0;fe80::c30c:0:0:2;60;0;15;0;0
140.0;fe80::c30c:0:0:a;30;0;40;0;0
140.0;fe80::c30c:0:0:6;60;0;0;0;0
140.0;fe80::c30c:0:0:9;60;0;27;0;0
140.0;fe80::c30c:0:0:7;30;0;0;0;0
140.0;fe80::c30c:0:0:b;90;0;33;0;0
150.0;fe80::c30c:0:0:8;90;0;4;0;0
150.0;fe80::c30c:0:0:4;30;0;23;0;0
150.0;fe80::c30c:0:0:c;0;1560;0;0;1
150.0;fe80::c30c:0:0:a;60;0;20;0;0
150.0;fe80::c30c:0:0:2;16;0;12;0;0
150.0;fe80::c30c:0:0:5;90;0;29;0;0
150.0;fe80::c30c:0:0:6;60;0;0;0;0
150.0;fe80::c30c:0:0:9;60;0;13;0;0
150.0;fe80::c30c:0:0:7;60;0;0;0;0
150.0;fe80::c30c:0:0:b;60;0;35;0;0
160.0;fe80::c30c:0:0:8;60;0;562;0;0
160.0;fe80::c30c:0:0:4;90;0;247;0;0
160.0;fe80::c30c:0:0:c;0;936;21;0;1
160.0;fe80::c30c:0:0:5;60;0;216;0;0
160.0;fe80::c30c:0:0:2;90;0;26;0;0
160.0;fe80::c30c:0:0:a;0;0;57;0;0
160.0;fe80::c30c:0:0:6;90;0;0;0;0
160.0;fe80::c30c:0:0:9;90;0;131;0;0
160.0;fe80::c30c:0:0:7;90;0;0;0;0
160.0;fe80::c30c:0:0:b;51;0;65;0;0
170.0;fe80::c30c:0:0:8;30;0;96;0;0
170.0;fe80::c30c:0:0:4;30;0;11;0;0
170.0;fe80::c30c:0:0:c;0;1092;0;0;1
170.0;fe80::c30c:0:0:a;118;0;120;0;0
170.0;fe80::c30c:0:0:2;60;0;97;0;0
170.0;fe80::c30c:0:0:5;30;0;18;0;0
170.0;fe80::c30c:0:0:6;28;0;0;0;0
170.0;fe80::c30c:0:0:9;30;0;36;0;0
170.0;fe80::c30c:0:0:7;30;0;0;0;0
170.0;fe80::c30c:0:0:b;30;0;19;0;0
180.0;fe80::c30c:0:0:8;60;0;0;0;0
180.0;fe80::c30c:0:0:4;60;0;11;0;0
180.0;fe80::c30c:0:0:c;0;1358;0;0;1
180.0;fe80::c30c:0:0:a;60;0;23;0;0
180.0;fe80::c30c:0:0:2;60;0;27;0;0
180.0;fe80::c30c:0:0:5;60;0;37;0;0
180.0;fe80::c30c:0:0:6;58;0;0;0;0
180.0;fe80::c30c:0:0:9;60;0;26;0;0
180.0;fe80::c30c:0:0:7;60;0;0;0;0
180.0;fe80::c30c:0:0:b;30;0;17;0;0
190.0;fe80::c30c:0:0:8;60;0;0;0;0
190.0;fe80::c30c:0:0:4;90;0;14;0;0
190.0;fe80::c30c:0:0:c;0;921;109;0;1
190.0;fe80::c30c:0:0:5;90;0;23;0;0
190.0;fe80::c30c:0:0:2;60;0;28;0;0
190.0;fe80::c30c:0:0:a;45;0;200;0;0
190.0;fe80::c30c:0:0:6;60;0;0;0;0
190.0;fe80::c30c:0:0:9;60;0;18;0;0
190.0;fe80::c30c:0:0:7;60;0;0;0;0
190.0;fe80::c30c:0:0:b;102;0;33;0;0
200.0;fe80::c30c:0:0:8;90;0;0;0;0
200.0;fe80::c30c:0:0:4;30;0;28;0;0
200.0;fe80::c30c:0:0:c;0;780;0;0;1
200.0;fe80::c30c:0:0:a;90;0;386;0;0
200.0;fe80::c30c:0:0:5;60;0;4;0;0
200.0;fe80::c30c:0:0:2;60;0;9;0;0
200.0;fe80::c30c:0:0:6;60;0;0;0;0
200.0;fe80::c30c:0:0:9;60;0;0;0;0
200.0;fe80::c30c:0:0:3;30;0;0;0;0
200.0;fe80::c30c:0:0:7;90;0;0;0;0
200.0;fe80::c30c:0:0:b;78;0;185;0;0
210.0;fe80::c30c:0:0:8;30;0;0;0;0
210.0;fe80::c30c:0:0:4;60;0;63;0;0
210.0;fe80::c30c:0:0:c;0;936;0;0;1
210.0;fe80::c30c:0:0:5;30;0;107;0;0
210.0;fe80::c30c:0:0:2;60;0;21;0;0
210.0;fe80::c30c:0:0:a;30;0;30;0;0
210.0;fe80::c30c:0:0:6;60;0;0;0;0
210.0;fe80::c30c:0:0:9;60;0;25;0;0
210.0;fe80::c30c:0:0:3;30;0;0;0;0
210.0;fe80::c30c:0:0:7;30;0;0;0;0
210.0;fe80::c30c:0:0:b;30;0;79;0;0
220.0;fe80::c30c:0:0:8;60;0;0;0;0
220.0;fe80::c30c:0:0:4;60;0;61;0;0
220.0;fe80::c30c:0:0:c;0;494;18;0;1
220.0;fe80::c30c:0:0:5;60;0;268;0;0
220.0;fe80::c30c:0:0:a;60;0;72;0;0
220.0;fe80::c30c:0:0:2;60;0;94;0;0
220.0;fe80::c30c:0:0:6;60;0;0;0;0
220.0;fe80::c30c:0:0:9;60;0;101;0;0
220.0;fe80::c30c:0:0:3;60;0;0;0;0
220.0;fe80::c30c:0:0:7;60;0;0;0;0
220.0;fe80::c30c:0:0:b;60;0;60;0;0
230.0;fe80::c30c:0:0:8;60;0;0;0;0
230.0;fe80::c30c:0:0:4;60;0;0;0;0
230.0;fe80::c30c:0:0:c;0;1310;0;0;1
230.0;fe80::c30c:0:0:a;60;0;59;0;0
230.0;fe80::c30c:0:0:2;45;0;50;0;0
230.0;fe80::c30c:0:0:5;60;0;50;0;0
230.0;fe80::c30c:0:0:6;60;0;0;0;0
230.0;fe80::c30c:0:0:9;60;0;36;0;0
230.0;fe80::c30c:0:0:7;30;0;0;0;0
230.0;fe80::c30c:0:0:b;46;0;29;0;0
240.0;fe80::c30c:0:0:8;60;0;0;0;0
240.0;fe80::c30c:0:0:4;60;0;47;0;0
240.0;fe80::c30c:0:0:c;0;1079;24;0;1
240.0;fe80::c30c:0:0:5;60;0;66;0;0
240.0;fe80::c30c:0:0:2;60;0;286;0;0
240.0;fe80::c30c:0:0:a;60;0;187;0;0
240.0;fe80::c30c:0:0:6;60;0;0;0;0
240.0;fe80::c30c:0:0:9;30;0;6;0;0
240.0;fe80::c30c:0:0:3;30;0;0;0;0
240.0;fe80::c30c:0:0:7;60;0;0;0;0
240.0;fe80::c30c:0:0:b;30;0;2;0;0
250.0;fe80::c30c:0:0:8;60;0;0;0;0
250.0;fe80::c30c:0:0:4;60;0;28;0;0
250.0;fe80::c30c:0:0:c;0;831;33;0;1
250.0;fe80::c30c:0:0:5;60;0;4;0;0
250.0;fe80::c30c:0:0:2;60;0;481;0;0
250.0;fe80::c30c:0:0:a;60;0;50;0;0
250.0;fe80::c30c:0:0:6;60;0;0;0;0
250.0;fe80::c30c:0:0:9;90;0;34;0;0
250.0;fe80::c30c:0:0:7;90;0;0;0;0
250.0;fe80::c30c:0:0:b;60;0;96;0;0
260.0;fe80::c30c:0:0:8;60;0;0;0;0
260.0;fe80::c30c:0:0:4;60;0;0;0;0
260.0;fe80::c30c:0:0:c;0;1379;0;0;1
260.0;fe80::c30c:0:0:a;30;0;39;0;0
260.0;fe80::c30c:0:0:2;60;0;68;0;0
260.0;fe80::c30c:0:0:5;60;0;23;0;0
260.0;fe80::c30c:0:0:6;60;0;0;0;0
260.0;fe80::c30c:0:0:9;60;0;0;0;0
260.0;fe80::c30c:0:0:7;60;0;0;0;0
260.0;fe80::c30c:0:0:b;90;0;4;0;0
270.0;fe80::c30c:0:0:8;60;0;0;0;0
270.0;fe80::c30c:0:0:4;60;0;56;0;0
270.0;fe80::c30c:0:0:c;0;1108;25;0;1
270.0;fe80::c30c:0:0:a;90;0;45;0;0
270.0;fe80::c30c:0:0:2;60;0;59;0;0
270.0;fe80::c30c:0:0:5;60;0;289;0;0
270.0;fe80::c30c:0:0:6;60;0;0;0;0
270.0;fe80::c30c:0:0:9;60;0;70;0;0
270.0;fe80::c30c:0:0:7;60;0;0;0;0
270.0;fe80::c30c:0:0:b;30;0;42;0;0
280.0;fe80::c30c:0:0:8;60;0;0;0;0
280.0;fe80::c30c:0:0:4;60;0;87;0;0
280.0;fe80::c30c:0:0:c;0;774;0;0;1
280.0;fe80::c30c:0:0:5;60;0;70;0;0
280.0;fe80::c30c:0:0:2;60;0;216;0;0
280.0;fe80::c30c:0:0:a;60;0;0;0;0
280.0;fe80::c30c:0:0:6;60;0;0;0;0
280.0;fe80::c30c:0:0:9;46;0;351;0;0
280.0;fe80::c30c:0:0:7;60;0;0;0;0
280.0;fe80::c30c:0:0:b;90;0;0;0;0
290.0;fe80::c30c:0:0:8;60;0;0;0;0
290.0;fe80::c30c:0:0:4;30;0;3;0;0
290.0;fe80::c30c:0:0:c;0;1350;0;0;1
290.0;fe80::c30c:0:0:a;30;0;31;0;0
290.0;fe80::c30c:0:0:2;30;0;19;0;0
290.0;fe80::c30c:0:0:5;30;0;42;0;0
290.0;fe80::c30c:0:0:6;30;0;0;0;0
290.0;fe80::c30c:0:0:9;30;0;37;0;0
290.0;fe80::c30c:0:0:3;30;0;0;0;0
290.0;fe80::c30c:0:0:7;58;0;0;0;0
290.0;fe80::c30c:0:0:b;60;0;34;0;0
300.0;fe80::c30c:0:0:8;60;0;0;0;0
300.0;fe80::c30c:0:0:4;60;0;364;0;0
300.0;fe80::c30c:0:0:c;0;1209;232;0;1
300.0;fe80::c30c:0:0:a;60;0;0;0;0
300.0;fe80::c30c:0:0:2;60;0;17;0;0
300.0;fe80::c30c:0:0:5;30;0;0;0;0
300.0;fe80::c30c:0:0:6;90;0;0;0;0
300.0;fe80::c30c:0:0:9;90;0;329;0;0
300.0;fe80::c30c:0:0:3;30;0;0;0;0
300.0;fe80::c30c:0:0:7;30;0;0;0;0
300.0;fe80::c30c:0:0:b;30;0;75;0;0
310.0;fe80::c30c:0:0:8;60;0;0;0;0
310.0;fe80::c30c:0:0:4;90;0;50;0;0
310.0;fe80::c30c:0:0:c;0;913;10;0;1
310.0;fe80::c30c:0:0:5;120;0;91;0;0
310.0;fe80::c30c:0:0:2;60;0;39;0;0
310.0;fe80::c30c:0:0:a;60;0;368;0;0
310.0;fe80::c30c:0:0:6;60;0;0;0;0
310.0;fe80::c30c:0:0:9;60;0;51;0;0
310.0;fe80::c30c:0:0:7;60;0;0;0;0
310.0;fe80::c30c:0:0:b;90;0;48;0;0
320.0;fe80::c30c:0:0:8;60;0;0;0;0
320.0;fe80::c30c:0:0:4;60;0;170;0;0
320.0;fe80::c30c:0:0:c;0;647;0;0;1
320.0;fe80::c30c:0:0:a;60;0;118;0;0
320.0;fe80::c30c:0:0:2;90;0;34;0;0
320.0;fe80::c30c:0:0:5;60;0;249;0;0
320.0;fe80::c30c:0:0:6;60;0;0;0;0
320.0;fe80::c30c:0:0:3;60;0;0;0;0
320.0;fe80::c30c:0:0:9;60;0;283;0;0
320.0;fe80::c30c:0:0:7;90;0;0;0;0
320.0;fe80::c30c:0:0:b;60;0;70;0;0
330.0;fe80::c30c:0:0:8;60;0;0;0;0
330.0;fe80::c30c:0:0:4;60;0;53;0;0
330.0;fe80::c30c:0:0:c;0;1521;24;0;1
330.0;fe80::c30c:0:0:5;30;0;42;0;0
330.0;fe80::c30c:0:0:a;59;0;40;0;0
330.0;fe80::c30c:0:0:2;60;0;20;0;0
330.0;fe80::c30c:0:0:6;60;0;0;0;0
330.0;fe80::c30c:0:0:9;60;0;30;0;0
330.0;fe80::c30c:0:0:3;30;0;0;0;0
330.0;fe80::c30c:0:0:7;60;0;0;0;0
330.0;fe80::c30c:0:0:b;60;0;33;0;0
340.0;fe80::c30c:0:0:8;58;0;0;0;0
340.0;fe80::c30c:0:0:4;60;0;19;0;0
340.0;fe80::c30c:0:0:c;0;1248;0;0;1
340.0;fe80::c30c:0:0:5;90;0;11;0;0
340.0;fe80::c30c:0:0:2;60;0;69;0;0
340.0;fe80::c30c:0:0:a;60;0;39;0;0
340.0;fe80::c30c:0:0:6;60;0;0;0;0
340.0;fe80::c30c:0:0:9;60;0;4;0;0
340.0;fe80::c30c:0:0:7;59;0;0;0;0
340.0;fe80::c30c:0:0:b;58;0;3;0;0
350.0;fe80::c30c:0:0:8;60;0;0;0;0
350.0;fe80::c30c:0:0:4;60;0;9;0;0
350.0;fe80::c30c:0:0:c;0;822;0;0;1
350.0;fe80::c30c:0:0:5;60;0;77;0;0
350.0;fe80::c30c:0:0:2;60;0;56;0;0
350.0;fe80::c30c:0:0:a;60;0;0;0;0
350.0;fe80::c30c:0:0:6;60;0;0;0;0
350.0;fe80::c30c:0:0:3;30;0;0;0;0
350.0;fe80::c30c:0:0:9;60;0;83;0;0
350.0;fe80::c30c:0:0:7;60;0;0;0;0
350.0;fe80::c30c:0:0:b;60;0;21;0;0
360.0;fe80::c30c:0:0:8;60;0;0;0;0
360.0;fe80::c30c:0:0:4;60;0;68;0;0
360.0;fe80::c30c:0:0:c;0;724;0;0;1
360.0;fe80::c30c:0:0:5;60;0;351;0;0
360.0;fe80::c30c:0:0:2;60;0;404;0;0
360.0;fe80::c30c:0:0:a;40;0;296;0;0
360.0;fe80::c30c:0:0:6;60;0;0;0;0
360.0;fe80::c30c:0:0:9;30;0;60;0;0
360.0;fe80::c30c:0:0:7;219;0;0;0;0
360.0;fe80::c30c:0:0:b;60;0;2;0;0
370.0;fe80::c30c:0:0:8;59;0;0;0;0
370.0;fe80::c30c:0:0:4;60;0;565;0;0
370.0;fe80::c30c:0:0:c;0;750;0;0;1
370.0;fe80::c30c:0:0:a;67;0;115;0;0
370.0;fe80::c30c:0:0:5;30;0;112;0;0
370.0;fe80::c30c:0:0:2;60;0;277;0;0
370.0;fe80::c30c:0:0:6;30;0;0;0;0
370.0;fe80::c30c:0:0:3;60;0;0;0;0
370.0;fe80::c30c:0:0:9;90;0;295;0;0
370.0;fe80::c30c:0:0:7;59;0;0;0;0
370.0;fe80::c30c:0:0:b;60;0;19;0;0
380.0;fe80::c30c:0:0:8;60;0;0;0;0
380.0;fe80::c30c:0:0:4;60;0;75;0;0
380.0;fe80::c30c:0:0:c;0;1065;31;0;1
380.0;fe80::c30c:0:0:a;60;0;42;0;0
380.0;fe80::c30c:0:0:2;60;0;24;0;0
380.0;fe80::c30c:0:0:5;90;0;30;0;0
380.0;fe80::c30c:0:0:6;90;0;0;0;0
380.0;fe80::c30c:0:0:3;30;0;197;0;0
380.0;fe80::c30c:0:0:9;30;0;72;0;0
380.0;fe80::c30c:0:0:7;60;0;0;0;0
380.0;fe80::c30c:0:0:b;60;0;31;0;0
390.0;fe80::c30c:0:0:8;60;0;0;0;0
390.0;fe80::c30c:0:0:4;36;0;156;0;0
390.0;fe80::c30c:0:0:c;0;936;18;0;1
390.0;fe80::c30c:0:0:5;59;0;23;0;0
390.0;fe80::c30c:0:0:2;30;0;43;0;0
390.0;fe80::c30c:0:0:a;60;0;121;0;0
390.0;fe80::c30c:0:0:6;60;0;0;0;0
390.0;fe80::c30c:0:0:9;89;0;112;0;0
390.0;fe80::c30c:0:0:3;30;0;199;0;0
390.0;fe80::c30c:0:0:7;60;0;0;0;0
390.0;fe80::c30c:0:0:b;30;0;33;0;0
400.0;fe80::c30c:0:0:8;60;0;0;0;0
400.0;fe80::c30c:0:0:4;84;0;71;0;0
400.0;fe80::c30c:0:0:c;0;1560;10;0;1
400.0;fe80::c30c:0:0:a;30;0;0;0;0
400.0;fe80::c30c:0:0:2;31;0;19;0;0
400.0;fe80::c30c:0:0:5;60;0;101;0;0
400.0;fe80::c30c:0:0:6;60;0;0;0;0
400.0;fe80::c30c:0:0:9;30;0;49;0;0
400.0;fe80::c30c:0:0:3;0;0;34;0;0
400.0;fe80::c30c:0:0:7;60;0;0;0;0
400.0;fe80::c30c:0:0:b;90;0;0;0;0
410.0;fe80::c30c:0:0:8;60;0;0;0;0
410.0;fe80::c30c:0:0:4;60;0;22;0;0
410.0;fe80::c30c:0:0:c;0;1309;24;0;1
410.0;fe80::c30c:0:0:a;90;0;97;0;0
410.0;fe80::c30c:0:0:2;119;0;14;0;0
410.0;fe80::c30c:0:0:5;60;0;41;0;0
410.0;fe80::c30c:0:0:6;30;0;0;0;0
410.0;fe80::c30c:0:0:9;90;0;13;0;0
410.0;fe80::c30c:0:0:3;0;0;79;0;0
410.0;fe80::c30c:0:0:7;60;0;0;0;0
410.0;fe80::c30c:0:0:b;0;0;36;0;0
420.0;fe80::c30c:0:0:8;60;0;0;0;0
420.0;fe80::c30c:0:0:4;60;0;48;0;0
420.0;fe80::c30c:0:0:c;0;1343;0;0;1
420.0;fe80::c30c:0:0:5;60;0;17;0;0
420.0;fe80::c30c:0:0:2;60;0;19;0;0
420.0;fe80::c30c:0:0:a;60;0;75;0;0
420.0;fe80::c30c:0:0:6;89;0;0;0;0
420.0;fe80::c30c:0:0:3;0;0;209;0;0
420.0;fe80::c30c:0:0:9;59;0;21;0;0
420.0;fe80::c30c:0:0:7;60;0;0;0;0
420.0;fe80::c30c:0:0:b;90;0;90;0;0
430.0;fe80::c30c:0:0:8;60;0;0;0;0
430.0;fe80::c30c:0:0:4;60;0;4;0;0
430.0;fe80::c30c:0:0:c;0;926;0;0;1
430.0;fe80::c30c:0:0:5;59;0;336;0;0
430.0;fe80::c30c:0:0:a;60;0;331;0;0
430.0;fe80::c30c:0:0:2;60;0;350;0;0
430.0;fe80::c30c:0:0:6;60;0;0;0;0
430.0;fe80::c30c:0:0:3;0;0;312;0;0
430.0;fe80::c30c:0:0:9;30;0;0;0;0
430.0;fe80::c30c:0:0:7;60;0;0;0;0
430.0;fe80::c30c:0:0:b;58;0;30;0;0
440.0;fe80::c30c:0:0:8;60;0;0;0;0
440.0;fe80::c30c:0:0:4;60;0;52;0;0
440.0;fe80::c30c:0:0:c;0;1102;0;0;1
440.0;fe80::c30c:0:0:a;60;0;62;0;0
440.0;fe80::c30c:0:0:2;60;0;38;0;0
440.0;fe80::c30c:0:0:5;60;0;26;0;0
440.0;fe80::c30c:0:0:6;60;0;0;0;0
440.0;fe80::c30c:0:0:3;0;0;46;0;0
440.0;fe80::c30c:0:0:9;90;0;65;0;0
440.0;fe80::c30c:0:0:7;60;0;0;0;0
440.0;fe80::c30c:0:0:b;60;0;95;0;0
450.0;fe80::c30c:0:0:8;60;0;0;0;0
450.0;fe80::c30c:0:0:4;60;0;116;0;0
450.0;fe80::c30c:0:0:c;0;1209;45;0;1
450.0;fe80::c30c:0:0:a;58;0;0;0;0
450.0;fe80::c30c:0:0:5;30;0;28;0;0
450.0;fe80::c30c:0:0:2;58;0;63;0;0
450.0;fe80::c30c:0:0:6;30;0;0;0;0
450.0;fe80::c30c:0:0:9;60;0;75;0;0
450.0;fe80::c30c:0:0:3;0;0;289;0;0
450.0;fe80::c30c:0:0:7;60;0;0;0;0
450.0;fe80::c30c:0:0:b;120;0;73;0;0
460.0;fe80::c30c:0:0:8;60;0;0;0;0
460.0;fe80::c30c:0:0:4;60;0;38;0;0
460.0;fe80::c30c:0:0:c;0;1078;0;0;1
460.0;fe80::c30c:0:0:5;90;0;272;0;0
460.0;fe80::c30c:0:0:2;60;0;55;0;0
460.0;fe80::c30c:0:0:a;60;0;10;0;0
460.0;fe80::c30c:0:0:6;60;0;0;0;0
460.0;fe80::c30c:0:0:9;60;0;27;0;0
460.0;fe80::c30c:0:0:3;0;0;23;0;0
460.0;fe80::c30c:0:0:7;60;0;0;0;0
460.0;fe80::c30c:0:0:b;30;0;29;0;0
470.0;fe80::c30c:0:0:8;60;0;0;0;0
470.0;fe80::c30c:0:0:4;60;0;259;0;0
470.0;fe80::c30c:0:0:c;0;859;31;0;1
470.0;fe80::c30c:0:0:5;60;0;105;0;0
470.0;fe80::c30c:0:0:a;60;0;26;0;0
470.0;fe80::c30c:0:0:2;60;0;100;0;0
470.0;fe80::c30c:0:0:6;90;0;0;0;0
470.0;fe80::c30c:0:0:3;0;0;444;0;0
470.0;fe80::c30c:0:0:9;60;0;50;0;0
470.0;fe80::c30c:0:0:7;60;0;0;0;0
470.0;fe80::c30c:0:0:b;60;0;108;0;0
480.0;fe80::c30c:0:0:8;60;0;0;0;0
480.0;fe80::c30c:0:0:4;60;0;165;0;0
480.0;fe80::c30c:0:0:c;0;988;30;0;1
480.0;fe80::c30c:0:0:a;60;0;9;0;0
480.0;fe80::c30c:0:0:5;60;0;59;0;0
480.0;fe80::c30c:0:0:2;60;0;53;0;0
480.0;fe80::c30c:0:0:6;60;0;0;0;0
480.0;fe80::c30c:0:0:9;60;0;107;0;0
480.0;fe80::c30c:0:0:3;0;0;86;0;0
480.0;fe80::c30c:0:0:7;60;0;0;0;0
480.0;fe80::c30c:0:0:b;60;0;51;0;0
490.0;fe80::c30c:0:0:8;58;0;0;0;0
490.0;fe80::c30c:0:0:4;60;0;117;0;0
490.0;fe80::c30c:0:0:c;0;1362;76;0;1
490.0;fe80::c30c:0:0:5;30;0;13;0;0
490.0;fe80::c30c:0:0:a;46;0;82;0;0
490.0;fe80::c30c:0:0:2;58;0;0;0;0
490.0;fe80::c30c:0:0:6;30;0;0;0;0
490.0;fe80::c30c:0:0:3;0;0;237;0;0
490.0;fe80::c30c:0:0:9;60;0;38;0;0
490.0;fe80::c30c:0:0:7;30;0;0;0;0
490.0;fe80::c30c:0:0:b;30;0;11;0;0
500.0;fe80::c30c:0:0:8;60;0;0;0;0
500.0;fe80::c30c:0:0:4;60;0;133;0;0
500.0;fe80::c30c:0:0:c;0;1387;0;0;1
500.0;fe80::c30c:0:0:a;74;0;0;0;0
500.0;fe80::c30c:0:0:5;90;0;0;0;0
500.0;fe80::c30c:0:0:2;60;0;73;0;0
500.0;fe80::c30c:0:0:6;90;0;0;0;0
500.0;fe80::c30c:0:0:9;59;0;119;0;0
500.0;fe80::c30c:0:0:3;0;0;141;0;0
500.0;fe80::c30c:0:0:7;90;0;0;0;0
500.0;fe80::c30c:0:0:b;60;0;143;0;0
510.0;fe80::c30c:0:0:8;60;0;0;0;0
510.0;fe80::c30c:0:0:4;60;0;125;0;0
510.0;fe80::c30c:0:0:c;0;1109;25;0;1
510.0;fe80::c30c:0:0:a;60;0;45;0;0
510.0;fe80::c30c:0:0:5;60;0;105;0;0
510.0;fe80::c30c:0:0:2;30;0;38;0;0
510.0;fe80::c30c:0:0:6;60;0;0;0;0
510.0;fe80::c30c:0:0:9;60;0;37;0;0
510.0;fe80::c30c:0:0:3;0;0;67;0;0
510.0;fe80::c30c:0:0:7;60;0;0;0;0
510.0;fe80::c30c:0:0:b;90;0;110;0;0
520.0;fe80::c30c:0:0:8;60;0;0;0;0
520.0;fe80::c30c:0:0:4;90;0;326;0;0
520.0;fe80::c30c:0:0:c;0;1176;16;0;1
520.0;fe80::c30c:0:0:5;90;0;22;0;0
520.0;fe80::c30c:0:0:2;52;0;5;0;0
520.0;fe80::c30c:0:0:a;90;0;35;0;0
520.0;fe80::c30c:0:0:6;60;0;0;0;0
520.0;fe80::c30c:0:0:9;60;0;30;0;0
520.0;fe80::c30c:0:0:3;0;0;342;0;0
520.0;fe80::c30c:0:0:7;90;0;0;0;0
