second;src;DioCount;DisCount;DaoCount;OtherMsg;label
69.0;fe80::c30c:0:0:c;0;97;0;0;1
69.0;fe80::c30c:0:0:8;30;0;38;0;0
70.0;fe80::c30c:0:0:5;0;0;3;0;0
70.0;fe80::c30c:0:0:c;0;156;0;0;1
70.0;fe80::c30c:0:0:a;5;0;12;0;0
71.0;fe80::c30c:0:0:2;27;0;0;0;0
71.0;fe80::c30c:0:0:4;30;0;0;0;0
71.0;fe80::c30c:0:0:9;30;0;62;0;0
71.0;fe80::c30c:0:0:a;55;0;0;0;0
72.0;fe80::c30c:0:0:4;30;0;0;0;0
72.0;fe80::c30c:0:0:7;30;0;0;0;0
72.0;fe80::c30c:0:0:2;3;0;0;0;0
72.0;fe80::c30c:0:0:5;30;0;0;0;0
72.0;fe80::c30c:0:0:a;30;0;0;0;0
72.0;fe80::c30c:0:0:6;30;0;0;0;0
72.0;fe80::c30c:0:0:8;30;0;0;0;0
73.0;fe80::c30c:0:0:c;0;71;0;0;1
73.0;fe80::c30c:0:0:b;30;0;0;0;0
74.0;fe80::c30c:0:0:c;0;241;0;0;1
75.0;fe80::c30c:0:0:5;0;0;195;0;0
75.0;fe80::c30c:0:0:8;0;0;207;0;0
76.0;fe80::c30c:0:0:5;0;0;110;0;0
76.0;fe80::c30c:0:0:2;30;0;62;0;0
76.0;fe80::c30c:0:0:9;30;0;0;0;0
76.0;fe80::c30c:0:0:8;0;0;105;0;0
77.0;fe80::c30c:0:0:7;30;0;0;0;0
77.0;fe80::c30c:0:0:5;30;0;0;0;0
77.0;fe80::c30c:0:0:a;23;0;115;0;0
77.0;fe80::c30c:0:0:6;30;0;0;0;0
77.0;fe80::c30c:0:0:8;30;0;0;0;0
78.0;fe80::c30c:0:0:c;0;104;0;0;1
78.0;fe80::c30c:0:0:a;7;0;0;0;0
78.0;fe80::c30c:0:0:b;30;0;37;0;0
79.0;fe80::c30c:0:0:4;30;0;0;0;0
79.0;fe80::c30c:0:0:c;0;208;0;0;1
79.0;fe80::c30c:0:0:9;0;0;44;0;0
80.0;fe80::c30c:0:0:4;0;0;2;0;0
80.0;fe80::c30c:0:0:c;0;71;0;0;1
80.0;fe80::c30c:0:0:3;30;0;0;0;0
80.0;fe80::c30c:0:0:a;0;0;14;0;0
81.0;fe80::c30c:0:0:c;0;241;0;0;1
81.0;fe80::c30c:0:0:b;30;0;0;0;0
82.0;fe80::c30c:0:0:4;30;0;0;0;0
82.0;fe80::c30c:0:0:c;0;139;0;0;1
82.0;fe80::c30c:0:0:9;30;0;39;0;0
82.0;fe80::c30c:0:0:8;30;0;0;0;0
83.0;fe80::c30c:0:0:2;30;0;12;0;0
83.0;fe80::c30c:0:0:c;0;121;0;0;1
83.0;fe80::c30c:0:0:a;30;0;4;0;0
84.0;fe80::c30c:0:0:5;30;0;0;0;0
84.0;fe80::c30c:0:0:6;30;0;0;0;0
84.0;fe80::c30c:0:0:c;0;52;21;0;1
84.0;fe80::c30c:0:0:b;0;0;30;0;0
84.0;fe80::c30c:0:0:8;0;0;30;0;0
85.0;fe80::c30c:0:0:4;30;0;39;0;0
85.0;fe80::c30c:0:0:9;30;0;0;0;0
85.0;fe80::c30c:0:0:7;30;0;0;0;0
85.0;fe80::c30c:0:0:5;30;0;2;0;0
85.0;fe80::c30c:0:0:b;0;0;3;0;0
85.0;fe80::c30c:0:0:6;30;0;0;0;0
86.0;fe80::c30c:0:0:4;0;0;244;0;0
86.0;fe80::c30c:0:0:8;25;0;0;0;0
87.0;fe80::c30c:0:0:7;23;0;0;0;0
87.0;fe80::c30c:0:0:2;0;0;5;0;0
87.0;fe80::c30c:0:0:a;30;0;0;0;0
87.0;fe80::c30c:0:0:c;0;156;0;0;1
87.0;fe80::c30c:0:0:8;5;0;0;0;0
88.0;fe80::c30c:0:0:c;0;187;0;0;1
88.0;fe80::c30c:0:0:7;7;0;0;0;0
89.0;fe80::c30c:0:0:5;0;0;23;0;0
89.0;fe80::c30c:0:0:c;0;224;0;0;1
89.0;fe80::c30c:0:0:a;0;0;35;0;0
90.0;fe80::c30c:0:0:5;30;0;0;0;0
90.0;fe80::c30c:0:0:c;0;198;0;0;1
90.0;fe80::c30c:0:0:6;30;0;0;0;0
90.0;fe80::c30c:0:0:b;0;0;3;0;0
91.0;fe80::c30c:0:0:4;30;0;0;0;0
91.0;fe80::c30c:0:0:c;0;135;0;0;1
91.0;fe80::c30c:0:0:7;30;0;0;0;0
91.0;fe80::c30c:0:0:8;30;0;0;0;0
92.0;fe80::c30c:0:0:2;0;0;8;0;0
92.0;fe80::c30c:0:0:5;0;0;17;0;0
92.0;fe80::c30c:0:0:a;18;0;0;0;0
92.0;fe80::c30c:0:0:c;0;59;37;0;1
92.0;fe80::c30c:0:0:b;46;0;30;0;0
93.0;fe80::c30c:0:0:4;0;0;69;0;0
93.0;fe80::c30c:0:0:9;30;0;61;0;0
93.0;fe80::c30c:0:0:a;12;0;48;0;0
93.0;fe80::c30c:0:0:c;0;78;0;0;1
93.0;fe80::c30c:0:0:8;0;0;9;0;0
94.0;fe80::c30c:0:0:4;30;0;243;0;0
94.0;fe80::c30c:0:0:9;25;0;241;0;0
94.0;fe80::c30c:0:0:8;22;0;0;0;0
95.0;fe80::c30c:0:0:9;0;0;3;0;0
95.0;fe80::c30c:0:0:2;81;0;0;0;0
95.0;fe80::c30c:0:0:6;30;0;0;0;0
95.0;fe80::c30c:0:0:a;30;0;0;0;0
95.0;fe80::c30c:0:0:c;0;0;6;0;1
95.0;fe80::c30c:0:0:b;30;0;0;0;0
96.0;fe80::c30c:0:0:2;9;0;0;0;0
96.0;fe80::c30c:0:0:c;0;85;0;0;1
96.0;fe80::c30c:0:0:5;30;0;0;0;0
97.0;fe80::c30c:0:0:c;0;227;0;0;1
97.0;fe80::c30c:0:0:7;30;0;0;0;0
98.0;fe80::c30c:0:0:c;0;78;0;0;1
98.0;fe80::c30c:0:0:a;0;0;11;0;0
99.0;fe80::c30c:0:0:2;30;0;0;0;0
99.0;fe80::c30c:0:0:c;0;231;0;0;1
100.0;fe80::c30c:0:0:4;30;0;0;0;0
100.0;fe80::c30c:0:0:9;30;0;0;0;0
100.0;fe80::c30c:0:0:7;19;0;0;0;0
100.0;fe80::c30c:0:0:5;30;0;0;0;0
100.0;fe80::c30c:0:0:c;0;3;0;0;1
100.0;fe80::c30c:0:0:6;30;0;0;0;0
100.0;fe80::c30c:0:0:8;30;0;72;0;0
101.0;fe80::c30c:0:0:9;0;0;21;0;0
101.0;fe80::c30c:0:0:7;11;0;0;0;0
101.0;fe80::c30c:0:0:2;0;0;28;0;0
101.0;fe80::c30c:0:0:a;30;0;0;0;0
101.0;fe80::c30c:0:0:b;30;0;0;0;0
101.0;fe80::c30c:0:0:8;0;0;35;0;0
102.0;fe80::c30c:0:0:2;0;0;3;0;0
102.0;fe80::c30c:0:0:c;0;184;0;0;1
102.0;fe80::c30c:0:0:a;0;0;31;0;0
103.0;fe80::c30c:0:0:c;0;246;0;0;1
104.0;fe80::c30c:0:0:4;0;0;18;0;0
104.0;fe80::c30c:0:0:c;0;194;15;0;1
104.0;fe80::c30c:0:0:b;0;0;19;0;0
105.0;fe80::c30c:0:0:5;23;0;115;0;0
105.0;fe80::c30c:0:0:c;0;0;3;0;1
105.0;fe80::c30c:0:0:8;30;0;103;0;0
106.0;fe80::c30c:0:0:7;30;0;0;0;0
106.0;fe80::c30c:0:0:5;7;0;0;0;0
106.0;fe80::c30c:0:0:a;30;0;0;0;0
106.0;fe80::c30c:0:0:c;0;130;0;0;1
106.0;fe80::c30c:0:0:6;30;0;0;0;0
107.0;fe80::c30c:0:0:2;0;0;21;0;0
107.0;fe80::c30c:0:0:4;30;0;0;0;0
107.0;fe80::c30c:0:0:c;0;156;0;0;1
107.0;fe80::c30c:0:0:b;30;0;0;0;0
108.0;fe80::c30c:0:0:2;30;0;0;0;0
108.0;fe80::c30c:0:0:c;0;26;0;0;1
108.0;fe80::c30c:0:0:a;0;0;12;0;0
109.0;fe80::c30c:0:0:c;0;156;0;0;1
109.0;fe80::c30c:0:0:9;9;0;0;0;0
109.0;fe80::c30c:0:0:b;30;0;0;0;0
110.0;fe80::c30c:0:0:2;30;0;0;0;0
110.0;fe80::c30c:0:0:4;30;0;0;0;0
110.0;fe80::c30c:0:0:9;51;0;32;0;0
111.0;fe80::c30c:0:0:5;1;0;0;0;0
111.0;fe80::c30c:0:0:6;30;0;0;0;0
111.0;fe80::c30c:0:0:7;30;0;0;0;0
111.0;fe80::c30c:0:0:8;30;0;0;0;0
112.0;fe80::c30c:0:0:5;29;0;0;0;0
112.0;fe80::c30c:0:0:9;0;0;32;0;0
112.0;fe80::c30c:0:0:a;25;0;0;0;0
112.0;fe80::c30c:0:0:8;0;0;17;0;0
113.0;fe80::c30c:0:0:c;0;262;0;0;1
113.0;fe80::c30c:0:0:a;5;0;0;0;0
114.0;fe80::c30c:0:0:5;0;0;35;0;0
114.0;fe80::c30c:0:0:c;0;206;15;0;1
114.0;fe80::c30c:0:0:a;0;0;13;0;0
115.0;fe80::c30c:0:0:c;0;156;3;0;1
116.0;fe80::c30c:0:0:4;30;0;77;0;0
116.0;fe80::c30c:0:0:9;30;0;0;0;0
116.0;fe80::c30c:0:0:7;30;0;0;0;0
116.0;fe80::c30c:0:0:5;30;0;0;0;0
116.0;fe80::c30c:0:0:6;30;0;0;0;0
116.0;fe80::c30c:0:0:8;30;0;0;0;0
117.0;fe80::c30c:0:0:2;27;0;0;0;0
117.0;fe80::c30c:0:0:c;0;156;0;0;1
117.0;fe80::c30c:0:0:b;30;0;0;0;0
118.0;fe80::c30c:0:0:2;3;0;0;0;0
118.0;fe80::c30c:0:0:c;0;265;0;0;1
119.0;fe80::c30c:0:0:2;0;0;19;0;0
119.0;fe80::c30c:0:0:c;0;203;0;0;1
119.0;fe80::c30c:0:0:a;12;0;0;0;0
120.0;fe80::c30c:0:0:4;30;0;0;0;0
120.0;fe80::c30c:0:0:a;18;0;0;0;0
120.0;fe80::c30c:0:0:b;30;0;0;0;0
120.0;fe80::c30c:0:0:c;0;49;0;0;1
120.0;fe80::c30c:0:0:6;30;0;0;0;0
121.0;fe80::c30c:0:0:c;0;227;0;0;1
121.0;fe80::c30c:0:0:7;30;0;0;0;0
121.0;fe80::c30c:0:0:8;30;0;0;0;0
122.0;fe80::c30c:0:0:c;0;192;0;0;1
122.0;fe80::c30c:0:0:9;30;0;0;0;0
123.0;fe80::c30c:0:0:a;30;0;0;0;0
123.0;fe80::c30c:0:0:c;0;156;0;0;1
123.0;fe80::c30c:0:0:b;0;0;26;0;0
124.0;fe80::c30c:0:0:2;30;0;0;0;0
124.0;fe80::c30c:0:0:6;30;0;0;0;0
124.0;fe80::c30c:0:0:b;30;0;0;0;0
125.0;fe80::c30c:0:0:9;30;0;0;0;0
125.0;fe80::c30c:0:0:7;21;0;0;0;0
125.0;fe80::c30c:0:0:2;30;0;0;0;0
125.0;fe80::c30c:0:0:a;30;0;11;0;0
125.0;fe80::c30c:0:0:8;30;0;0;0;0
126.0;fe80::c30c:0:0:5;60;0;0;0;0
126.0;fe80::c30c:0:0:4;30;0;106;0;0
126.0;fe80::c30c:0:0:7;9;0;0;0;0
126.0;fe80::c30c:0:0:8;0;0;213;0;0
127.0;fe80::c30c:0:0:4;0;0;140;0;0
127.0;fe80::c30c:0:0:c;0;125;0;0;1
127.0;fe80::c30c:0:0:8;0;0;99;0;0
128.0;fe80::c30c:0:0:c;0;187;20;0;1
129.0;fe80::c30c:0:0:2;0;0;27;0;0
129.0;fe80::c30c:0:0:c;0;156;0;0;1
129.0;fe80::c30c:0:0:a;0;0;3;0;0
130.0;fe80::c30c:0:0:4;30;0;0;0;0
130.0;fe80::c30c:0:0:9;30;0;39;0;0
130.0;fe80::c30c:0:0:b;0;0;27;0;0
130.0;fe80::c30c:0:0:7;30;0;0;0;0
131.0;fe80::c30c:0:0:5;0;0;63;0;0
131.0;fe80::c30c:0:0:c;0;156;0;0;1
131.0;fe80::c30c:0:0:6;30;0;0;0;0
131.0;fe80::c30c:0:0:b;30;0;3;0;0
132.0;fe80::c30c:0:0:2;30;0;0;0;0
132.0;fe80::c30c:0:0:c;0;104;0;0;1
132.0;fe80::c30c:0:0:5;30;0;0;0;0
133.0;fe80::c30c:0:0:c;0;189;0;0;1
133.0;fe80::c30c:0:0:b;0;0;26;0;0
134.0;fe80::c30c:0:0:c;0;164;0;0;1
134.0;fe80::c30c:0:0:a;30;0;0;0;0
134.0;fe80::c30c:0:0:8;30;0;37;0;0
135.0;fe80::c30c:0:0:9;30;0;81;0;0
135.0;fe80::c30c:0:0:7;30;0;0;0;0
135.0;fe80::c30c:0:0:2;30;0;7;0;0
135.0;fe80::c30c:0:0:c;0;11;0;0;1
135.0;fe80::c30c:0:0:6;30;0;0;0;0
136.0;fe80::c30c:0:0:b;30;0;0;0;0
136.0;fe80::c30c:0:0:4;30;0;0;0;0
136.0;fe80::c30c:0:0:a;30;0;15;0;0
136.0;fe80::c30c:0:0:8;30;0;0;0;0
137.0;fe80::c30c:0:0:c;0;242;0;0;1
138.0;fe80::c30c:0:0:4;0;0;11;0;0
138.0;fe80::c30c:0:0:c;0;226;15;0;1
139.0;fe80::c30c:0:0:2;0;0;26;0;0
139.0;fe80::c30c:0:0:c;0;156;3;0;1
139.0;fe80::c30c:0:0:a;30;0;0;0;0
139.0;fe80::c30c:0:0:7;30;0;0;0;0
140.0;fe80::c30c:0:0:5;30;0;237;0;0
140.0;fe80::c30c:0:0:6;30;0;0;0;0
140.0;fe80::c30c:0:0:8;30;0;225;0;0
141.0;fe80::c30c:0:0:9;30;0;0;0;0
141.0;fe80::c30c:0:0:5;0;0;76;0;0
141.0;fe80::c30c:0:0:2;16;0;0;0;0
141.0;fe80::c30c:0:0:c;0;24;0;0;1
141.0;fe80::c30c:0:0:8;0;0;87;0;0
142.0;fe80::c30c:0:0:4;30;0;0;0;0
142.0;fe80::c30c:0:0:c;0;136;0;0;1
142.0;fe80::c30c:0:0:b;30;0;7;0;0
143.0;fe80::c30c:0:0:2;0;0;12;0;0
143.0;fe80::c30c:0:0:c;0;176;0;0;1
144.0;fe80::c30c:0:0:4;0;0;16;0;0
144.0;fe80::c30c:0:0:7;14;0;0;0;0
144.0;fe80::c30c:0:0:2;0;0;3;0;0
144.0;fe80::c30c:0:0:5;13;0;0;0;0
144.0;fe80::c30c:0:0:a;0;0;21;0;0
144.0;fe80::c30c:0:0:c;0;156;0;0;1
145.0;fe80::c30c:0:0:4;30;0;0;0;0
145.0;fe80::c30c:0:0:7;16;0;0;0;0
145.0;fe80::c30c:0:0:5;17;0;0;0;0
145.0;fe80::c30c:0:0:2;30;0;0;0;0
145.0;fe80::c30c:0:0:c;0;117;0;0;1
146.0;fe80::c30c:0:0:a;0;0;19;0;0
146.0;fe80::c30c:0:0:c;0;138;0;0;1
146.0;fe80::c30c:0:0:9;30;0;0;0;0
146.0;fe80::c30c:0:0:6;30;0;0;0;0
147.0;fe80::c30c:0:0:c;0;164;0;0;1
147.0;fe80::c30c:0:0:a;30;0;0;0;0
148.0;fe80::c30c:0:0:c;0;10;0;0;1
148.0;fe80::c30c:0:0:9;0;0;27;0;0
148.0;fe80::c30c:0:0:b;30;0;26;0;0
148.0;fe80::c30c:0:0:8;30;0;0;0;0
149.0;fe80::c30c:0:0:5;0;0;11;0;0
149.0;fe80::c30c:0:0:4;30;0;0;0;0
149.0;fe80::c30c:0:0:2;14;0;0;0;0
149.0;fe80::c30c:0:0:b;30;0;0;0;0
150.0;fe80::c30c:0:0:9;0;0;13;0;0
150.0;fe80::c30c:0:0:7;30;0;0;0;0
150.0;fe80::c30c:0:0:2;16;0;0;0;0
150.0;fe80::c30c:0:0:5;30;0;29;0;0
150.0;fe80::c30c:0:0:a;30;0;0;0;0
150.0;fe80::c30c:0:0:6;30;0;0;0;0
150.0;fe80::c30c:0:0:8;30;0;0;0;0
151.0;fe80::c30c:0:0:c;0;213;0;0;1
151.0;fe80::c30c:0:0:a;0;0;11;0;0
152.0;fe80::c30c:0:0:c;0;255;0;0;1
152.0;fe80::c30c:0:0:a;0;0;6;0;0
153.0;fe80::c30c:0:0:5;12;0;0;0;0
153.0;fe80::c30c:0:0:c;0;156;0;0;1
153.0;fe80::c30c:0:0:a;0;0;3;0;0
154.0;fe80::c30c:0:0:5;18;0;0;0;0
154.0;fe80::c30c:0:0:4;0;0;23;0;0
154.0;fe80::c30c:0:0:2;0;0;12;0;0
154.0;fe80::c30c:0:0:c;0;156;0;0;1
155.0;fe80::c30c:0:0:4;30;0;0;0;0
155.0;fe80::c30c:0:0:9;60;0;0;0;0
155.0;fe80::c30c:0:0:b;30;0;35;0;0
155.0;fe80::c30c:0:0:6;30;0;0;0;0
155.0;fe80::c30c:0:0:8;30;0;4;0;0
156.0;fe80::c30c:0:0:c;0;156;0;0;1
156.0;fe80::c30c:0:0:a;30;0;0;0;0
157.0;fe80::c30c:0:0:c;0;231;0;0;1
158.0;fe80::c30c:0:0:c;0;190;0;0;1
158.0;fe80::c30c:0:0:b;30;0;0;0;0
159.0;fe80::c30c:0:0:5;30;0;0;0;0
159.0;fe80::c30c:0:0:c;0;203;0;0;1
159.0;fe80::c30c:0:0:7;30;0;0;0;0
159.0;fe80::c30c:0:0:8;30;0;0;0;0
160.0;fe80::c30c:0:0:4;30;0;0;0;0
160.0;fe80::c30c:0:0:c;0;156;3;0;1
160.0;fe80::c30c:0:0:6;30;0;0;0;0
160.0;fe80::c30c:0:0:7;30;0;0;0;0
161.0;fe80::c30c:0:0:5;0;0;210;0;0
161.0;fe80::c30c:0:0:8;0;0;230;0;0
162.0;fe80::c30c:0:0:4;0;0;193;0;0
162.0;fe80::c30c:0:0:9;30;0;131;0;0
162.0;fe80::c30c:0:0:7;30;0;0;0;0
163.0;fe80::c30c:0:0:9;15;0;0;0;0
163.0;fe80::c30c:0:0:2;0;0;26;0;0
163.0;fe80::c30c:0:0:c;0;156;0;0;1
163.0;fe80::c30c:0:0:6;30;0;0;0;0
163.0;fe80::c30c:0:0:8;30;0;0;0;0
164.0;fe80::c30c:0:0:c;0;245;0;0;1
164.0;fe80::c30c:0:0:9;15;0;0;0;0
165.0;fe80::c30c:0:0:c;0;223;15;0;1
165.0;fe80::c30c:0:0:a;0;0;38;0;0
166.0;fe80::c30c:0:0:2;90;0;0;0;0
166.0;fe80::c30c:0:0:4;30;0;0;0;0
166.0;fe80::c30c:0:0:c;0;0;3;0;1
166.0;fe80::c30c:0:0:8;0;0;116;0;0
167.0;fe80::c30c:0:0:4;0;0;54;0;0
167.0;fe80::c30c:0:0:9;30;0;0;0;0
167.0;fe80::c30c:0:0:a;0;0;19;0;0
167.0;fe80::c30c:0:0:c;0;54;0;0;1
167.0;fe80::c30c:0:0:b;0;0;65;0;0
168.0;fe80::c30c:0:0:4;30;0;0;0;0
168.0;fe80::c30c:0:0:5;60;0;6;0;0
168.0;fe80::c30c:0:0:6;30;0;0;0;0
168.0;fe80::c30c:0:0:c;0;102;0;0;1
168.0;fe80::c30c:0:0:b;21;0;0;0;0
168.0;fe80::c30c:0:0:8;30;0;0;0;0
169.0;fe80::c30c:0:0:b;30;0;0;0;0
169.0;fe80::c30c:0:0:7;30;0;0;0;0
169.0;fe80::c30c:0:0:8;0;0;216;0;0
170.0;fe80::c30c:0:0:2;30;0;0;0;0
170.0;fe80::c30c:0:0:9;0;0;25;0;0
170.0;fe80::c30c:0:0:8;0;0;96;0;0
171.0;fe80::c30c:0:0:a;90;0;34;0;0
172.0;fe80::c30c:0:0:c;0;213;0;0;1
173.0;fe80::c30c:0:0:2;0;0;35;0;0
173.0;fe80::c30c:0:0:c;0;99;0;0;1
173.0;fe80::c30c:0:0:a;0;0;35;0;0
173.0;fe80::c30c:0:0:b;0;0;16;0;0
174.0;fe80::c30c:0:0:5;0;0;18;0;0
174.0;fe80::c30c:0:0:4;0;0;11;0;0
174.0;fe80::c30c:0:0:c;0;123;0;0;1
174.0;fe80::c30c:0:0:b;30;0;3;0;0
175.0;fe80::c30c:0:0:9;0;0;11;0;0
175.0;fe80::c30c:0:0:2;0;0;62;0;0
175.0;fe80::c30c:0:0:5;30;0;0;0;0
175.0;fe80::c30c:0:0:a;28;0;0;0;0
175.0;fe80::c30c:0:0:c;0;87;0;0;1
175.0;fe80::c30c:0:0:6;28;0;0;0;0
176.0;fe80::c30c:0:0:4;30;0;0;0;0
176.0;fe80::c30c:0:0:9;30;0;0;0;0
176.0;fe80::c30c:0:0:7;30;0;0;0;0
176.0;fe80::c30c:0:0:c;0;102;0;0;1
176.0;fe80::c30c:0:0:8;30;0;0;0;0
177.0;fe80::c30c:0:0:2;30;0;0;0;0
177.0;fe80::c30c:0:0:a;0;0;13;0;0
178.0;fe80::c30c:0:0:c;0;198;0;0;1
178.0;fe80::c30c:0:0:a;0;0;38;0;0
179.0;fe80::c30c:0:0:c;0;270;0;0;1
180.0;fe80::c30c:0:0:c;0;156;0;0;1
181.0;fe80::c30c:0:0:4;30;0;0;0;0
181.0;fe80::c30c:0:0:9;30;0;0;0;0
181.0;fe80::c30c:0:0:2;30;0;0;0;0
181.0;fe80::c30c:0:0:6;28;0;0;0;0
181.0;fe80::c30c:0:0:c;0;32;0;0;1
181.0;fe80::c30c:0:0:b;30;0;3;0;0
181.0;fe80::c30c:0:0:8;30;0;0;0;0
182.0;fe80::c30c:0:0:4;0;0;11;0;0
182.0;fe80::c30c:0:0:c;0;197;0;0;1
182.0;fe80::c30c:0:0:9;0;0;18;0;0
183.0;fe80::c30c:0:0:2;0;0;27;0;0
183.0;fe80::c30c:0:0:c;0;37;0;0;1
183.0;fe80::c30c:0:0:a;30;0;12;0;0
183.0;fe80::c30c:0:0:7;30;0;0;0;0
184.0;fe80::c30c:0:0:5;30;0;0;0;0
184.0;fe80::c30c:0:0:2;30;0;0;0;0
184.0;fe80::c30c:0:0:c;0;156;0;0;1
184.0;fe80::c30c:0:0:7;10;0;0;0;0
185.0;fe80::c30c:0:0:5;30;0;37;0;0
185.0;fe80::c30c:0:0:4;30;0;0;0;0
185.0;fe80::c30c:0:0:9;23;0;8;0;0
185.0;fe80::c30c:0:0:7;20;0;0;0;0
186.0;fe80::c30c:0:0:a;30;0;0;0;0
186.0;fe80::c30c:0:0:c;0;209;0;0;1
186.0;fe80::c30c:0:0:9;7;0;0;0;0
186.0;fe80::c30c:0:0:b;0;0;14;0;0
187.0;fe80::c30c:0:0:c;0;200;0;0;1
187.0;fe80::c30c:0:0:a;0;0;11;0;0
188.0;fe80::c30c:0:0:c;0;154;0;0;1
188.0;fe80::c30c:0:0:6;30;0;0;0;0
188.0;fe80::c30c:0:0:8;30;0;0;0;0
189.0;fe80::c30c:0:0:c;0;217;0;0;1
190.0;fe80::c30c:0:0:c;0;153;0;0;1
190.0;fe80::c30c:0:0:6;30;0;0;0;0
190.0;fe80::c30c:0:0:b;60;0;0;0;0
191.0;fe80::c30c:0:0:c;0;120;106;0;1
191.0;fe80::c30c:0:0:7;30;0;0;0;0
192.0;fe80::c30c:0:0:4;30;0;14;0;0
192.0;fe80::c30c:0:0:5;30;0;0;0;0
192.0;fe80::c30c:0:0:2;30;0;25;0;0
192.0;fe80::c30c:0:0:c;0;0;3;0;1
192.0;fe80::c30c:0:0:8;30;0;0;0;0
193.0;fe80::c30c:0:0:2;30;0;3;0;0
193.0;fe80::c30c:0:0:a;14;0;0;0;0
193.0;fe80::c30c:0:0:c;0;177;0;0;1
193.0;fe80::c30c:0:0:6;30;0;0;0;0
194.0;fe80::c30c:0:0:4;22;0;0;0;0
194.0;fe80::c30c:0:0:9;60;0;0;0;0
194.0;fe80::c30c:0:0:5;30;0;0;0;0
194.0;fe80::c30c:0:0:a;1;0;0;0;0
194.0;fe80::c30c:0:0:c;0;3;0;0;1
194.0;fe80::c30c:0:0:b;0;0;33;0;0
194.0;fe80::c30c:0:0:8;30;0;0;0;0
195.0;fe80::c30c:0:0:4;8;0;0;0;0
195.0;fe80::c30c:0:0:9;0;0;18;0;0
195.0;fe80::c30c:0:0:a;30;0;91;0;0
195.0;fe80::c30c:0:0:b;30;0;0;0;0
196.0;fe80::c30c:0:0:5;0;0;23;0;0
196.0;fe80::c30c:0:0:c;0;26;0;0;1
196.0;fe80::c30c:0:0:a;0;0;109;0;0
196.0;fe80::c30c:0:0:7;30;0;0;0;0
197.0;fe80::c30c:0:0:c;0;280;0;0;1
198.0;fe80::c30c:0:0:c;0;162;0;0;1
199.0;fe80::c30c:0:0:5;30;0;0;0;0
199.0;fe80::c30c:0:0:4;30;0;0;0;0
199.0;fe80::c30c:0:0:b;12;0;0;0;0
200.0;fe80::c30c:0:0:9;30;0;0;0;0
200.0;fe80::c30c:0:0:a;30;0;0;0;0
200.0;fe80::c30c:0:0:b;18;0;0;0;0
200.0;fe80::c30c:0:0:c;0;61;0;0;1
200.0;fe80::c30c:0:0:6;30;0;0;0;0
200.0;fe80::c30c:0:0:8;30;0;0;0;0
201.0;fe80::c30c:0:0:c;0;95;0;0;1
201.0;fe80::c30c:0:0:a;0;0;187;0;0
202.0;fe80::c30c:0:0:a;0;0;138;0;0
202.0;fe80::c30c:0:0:7;30;0;0;0;0
202.0;fe80::c30c:0:0:b;0;0;9;0;0
203.0;fe80::c30c:0:0:4;30;0;0;0;0
203.0;fe80::c30c:0:0:c;0;92;0;0;1
204.0;fe80::c30c:0:0:9;30;0;0;0;0
204.0;fe80::c30c:0:0:7;30;0;0;0;0
204.0;fe80::c30c:0:0:5;30;0;0;0;0
